不雜,མ་འདྲེས་པ
善知論,བསྟན་བཅོས་ཤེས་པ
不般涅槃法者,ཡོངས་སུ་མྱ་ངན་ལས་འདའ་བའི་ཆོས་ཅན་མ་ཡིན་པ
受護,སྲུང་བར་བྱེད་པ
安住其心,སེམས་གནས་པ
自性分別,ངོ་བོ་ཉིད་དུ་རྣམ་པར་རྟོག་པ
田器,སྣོད
依止損害,ལུས་ཉམས་པ
小麥味,གྲོའི་རོ
身苦滅,ལུས་ཀྱི་སྡུག་བསྔལ་འགོག་པ
希望心,རེ་བ་དང་ལྡན་པའི་སེམས
隨行,ཉེ་བར་སྤྱོད་པ
領受因依處,རྒྱུའི་གནས་མྱོང་བ
次第,ཆད་མེད་པ
樹,ངེས་པར་བསྐྱེད་པ
欣,ཀུན་ཏུ་དགའ་བ
銀,དངུལ
應遮,དགག་པར་བྱ་བ
形沒,མཚན་ནུབ་པ
業,རྒྱུ་བ
正見圓滿,ལྟ་བ་ཕུན་སུམ་ཚོགས་པ
讀誦,ཁ་ཏོན་དུ་བྱ་བ
縁滅識,འགོག་པ་ལ་དམིགས་པ
増上慧法毘鉢舍那,ལྷག་པའི་ཤེས་རབ་ཆོས་ལ་རྣམ་པར་ལྟ་བ
毘奈耶相應之相,འདུལ་བ་དང་ལྡན་པའི་རྣམ་པ
堅鞭,སྲ་བ
四非色蘊,ཕུང་པོ་གཟུགས་ཅན་མ་ཡིན་པ་བཞི་པོ་རྣམས
時所縁觀,དུས་ལ་དམིགས་པ
不疲厭,ངལ་བ་མེད་པ
思議,བསམ་པ
於其自心能自在轉,རང་གི་སེམས་ལ་དབང
失壞,རྒུད་པར་གྱུར་པ
境智,ཤེས་བྱ་དང་ཤེས་པ
有暇生,ཁོམ་པར་སྐྱེ་བ་རབ
起言説,གཏམ་བྱེད་པ
知而妄語,ཤེས་བཞིན་དུ་བརྫུན་དུ་སྨྲ་བ
一切門,ཐམས་ཅད་ཀྱི་སྒོ་ནས
自性利行,དོན་སྤྱོད་པའི་ངོ་བོ་ཉིད
炬燭,སྐར་མདའ
障礙雜染,བགེགས་བྱེད་པའི་ཀུན་ནས་ཉོན་མོངས་པ
如前,སྔར
命難,སྲོག་གི་ཕྱིར
勇悍,མངོན་པར་སྤྲོ་བ
輕業,ལས་ཡང་བ
記説神變,ཀུན་བརྗོད་པའི་ཆོ་འཕྲུལ
滅壞行,འཇིག་པའི་རྣམ་པ
炎熾,མེར་བསྲེགས
行惠施,སྦྱིན་པ་སྦྱིན་པར་བྱེད་པ
離慢,ང་རྒྱལ་མེད་པ
有情想,སེམས་ཅན་གྱི་འདུ་ཤེས
宿住智,སྔོན་གྱི་གནས་མཁྱེན་པ
發起作意,རྟོག་པར་བྱེད་པ
隨風轉,རྫི་ཕྱོགས་སུ་འགྲོ་ཞིང་རྒྱུགས་པ
買賣,ཉོ་ཚོང་བྱ་བ
故思毀犯,བསམས་བཞིན་དུ་ཉེས་པ་བྱེད་པ
遇縁,རྐྱེན་རྙེད་པ
已度,འདས་པ
能證,ཐོབ་པར་བྱེད་པ
強黨,མཐུ་དང་ལྡན་པའི་ཕྱོགས
縁生,བརྟེན་ཏེ་སྐྱེ་བ
財利,ལོངས་སྤྱོད
聖智,འཕགས་པའི་ཡེ་ཤེས
下劣,ཉམས་པ
盡滅,ཡོངས་སུ་ཟད་པ
不相謀略,མི་འཁུ་བ
易,བདེ་བླག་ཏུ་ཏ
非苦行,དཀའ་ཐུབ་དྲག་པོ་ཅན་མ་ཡིན་པ
惱亂其心,སེམས་ཀུན་ནས་ཉོན་མོངས་པར་བྱེད་པ
智人同梵行者,ཚངས་པ་མཚུངས་པར་སྤྱོད་པ་མཁས་པ
伎樂,རོལ་མོའི་སྒྲ
心清淨行,སེམས་རྣམ་པར་དག་པ་ལ་ཞུགས་པ
攝法,ཆོས་ཡོངས་སུ་འཛིན་པ
勢力自在,དབང་བ
資産什物,སྣོད་སྤྱད
修作,མངོན་པར་འདུ་བྱ་བ
業差別,ལས་རྣམས་ཀྱི་རྣམ་གྲངས
想,མིང་བཏགས་པ
悔謝,ཤད་ཀྱིས་བྱང་བར་བྱེད་པ
未能解脱,རྣམ་པར་མ་གྲོལ་བ
牟裟羅寶,སྤུག
池沼,མཚེའུ
非男非女,མ་ནིང
無有愛味,རོ་མྱང་བ་མེད་པ
如是分齊,ཇི་སྙེད་པ
一向離垢,གཅིག་ཏུ་དྲི་མ་མེད་པ
作異思,ཚིག་མ་བཙུན་པར་བྱ་བར་འདོད་པ
摧伏,ཚར་གཅོད་པ
覺明,མཁས་པ
此爲因,རྒྱུ་དེ་ལས་བྱུང་བ
變壞増上所起憂惱,འགྱུར་བའི་དབང་ལས་བྱུང་བའི་ཡིད་མི་བདེ་བ
三大劫阿僧企耶,བསྐལ་པ་གྲངས་མེད་པ་གསུམ་པོ
不清淨發心,སེམས་བསྐྱེད་པ་ཡོངས་སུ་མ་དག་པ
堅固,ནན་གྱིས
不美,དང་བར་མི་འགྱུར་བ
無生智,མི་སྐྱེ་བར་ཤེས་པ
行邪行,ཉལ་པོ་བྱེད་པ
現見,མཐོང་བ
分別倶行不正作意,ཀུན་ཏུ་རྟོག་པ་དང་ལྡན་པའི་ཚུལ་བཞིན་མ་ཡིན་པ་ཡིད་ལ་བྱེད་པ
加行究竟果作意,སྦྱོར་བ་མཐར་ཐུག་པའི་འབྲས་བུ་ཡིད་ལ་བྱེད་པ
多正敬順,ངེས་པར་རྟོགས་པ་མང་བ
自茲以去,དེ་ལས་ལྷག་པར
令解脱,རྣམ་པར་དགྲོལ་བ
頂上現烏瑟膩沙,དབུ་གཙུག་ཏོར་དང་ལྡན་པ
自宗,རང་གི་གཞུང
巡家而乞,ཁང་ཁྱིམ་ནས་ཁང་ཁྱིམ་དུ་བསླངས་ཤིང་བགྲངས་ཏེ
非---正所應,ཆ་མ་ཡིན་པ
力波羅蜜多,སྟོབས་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ
衣物,ཆོས་གོས
顧戀利養,རྙེད་པ་ལ་ལྟོས་པ
隨,ཚམ་པ
清淨因,རྣམ་པར་བྱང་བའི་རྒྱུ
無有厭倦,ངལ་བ་མེད་པ
旋風,རླུང་གི་ཚུབ་མ
縁身受心法,ལུས་ལ་དམིགས་པ་ནས་ཆོས་ལ་དམིགས་པ
所潤,མངོན་པར་རླན་པར་བྱེད་པ
種種別,རྣམ་པ་སྣ་ཚོགས
尸羅,ཚུལ་ཁྲིམས་ལས་བྱུང་བ
住自性界,རང་བཞིན་གྱིས་གནས་པ
不生,མི་སྐྱེ་བ
斷壞法,ཆོད་པའི་ཆོས་ཅན
戲論,རྟོག་པ
紅蓮那落迦,པ་??་ལྟར་གས་པའི་སེམས་ཅན་དམ྄ལ་བ
殺害,གསད་པ
治,བྱི་དོར་བྱ་བ
未到,མ་བབ་པའི་བར་དུ
首,གདེངས་ཀ
障清淨,སྒྲིབ་པ་རྣམ་པར་དག་པ
過患相,ཉེས་དམིགས་ཀྱི་མཚན་ཉིད
競,བསྒྲུན་པ
行,སྒྲུབ་པ
報怨之心,ལན་བྱ་བའི་སེམས
敗毀,ཉམས་པ
毀犯禁戒,ལྟུང་བ
苦倶行對治,སྡུག་བསྔལ་དང་ལྡན་པ་གཉེན་པོ
假立名字,མིང་དང་བརྡ
如,ཇི་ལྟར་--ཌེ་བཞིན་དུ
世間滅,འཇིག་རྟེན་འགག་པ
所識,རྣམ་པར་ཤེས་པར་བྱ་བ
慧爲體性,ཤེས་པའི་ལུས
遠避棄捨,ཐག་རིང་དུ་སྤོང་བར་བྱེད་པ
聚,སྡེ
墮非理,མི་རིགས་པར་འགྱུར་བ
二,གཉིས་ཀ
可瞋法,ཞེ་སྡང་བར་འགྱུར་བའི་ཆོས
傳説---者,རབ་ཏུ་གསུང་བ
過隙,སྐྱོན
入聖諦現觀,བདེན་པ་མངོན་པར་རྟོགས་པར་བྱ་བ
剖,དམྱལ་བ
沙門喬答摩,དགེ་སྦྱོང་གོ་ཏ་མ
善巧,མཁས་པ
隨己自在而轉,དབང་བསྒྱུར་བ
出定時,ལྡང་བའི་དུས
隨順唯法想,ཆོས་ཙམ་གྱི་རྗེས་སུ་འབྲང་བའི་འདུ་ཤེས
地,གཞི
族姓子,རིགས་ཀྱི་བུ
微,ཆུང
壞,གྲུགས་པ
令有驗,འགྲུབ་པར་འགྱུར་བ
勝導者,རྣམ་པར་འདྲེན་པར་བྱེད་པ
無色愛,གཟུགས་མེད་པ་ན་སྤྱོད་པའི་སྲེད་པ
遠離二邊,མཐའ་གཉིས་རྣམ་པར་སྤངས་པ
縁勝義諦,དོན་དམ་པའི་བདེན་པ་ལ་དམིགས་པ
丈夫調御士,སྐྱེས་བུ་འདུལ་བའི་ཁ་ལོ་སྒྱུར
油---味,འབྲུ་མར་གྱི་རོ
釋通,ལན་གདབ་པ
葱,སྒོག་བཙོང
離欲言論,འདོད་ཆགས་དང་བྲལ་བའི་གཏམ
禮拜,ཕྱག་འཚལ་བ
略心,སེམས་ཀུན་ཏུ་བསྡུས་པ
讀誦,ཁ་ཏོན་བྱ་བ
處空閑,དབེན་པ་ན་གནས་པ
衆生,འབངས
隨法行,ཆོས་ཀྱིས་རྗེས་སུ་འབྲང་བ
乞求行,སློང་མོ་པའི་བྱེད་ཚུལ
無有放逸善守府庫,ལོངས་སྤྱོད་བསྲུང་བ་ལ་བག་ཡོད་པ
我無染淨想,ཀུན་ནས་ཉོན་མོངས་པ་དང་རྣམ་པར་བྱང་བའི་བདག་ཉིད་མེད་པར་འདུ་ཤེས
遍滿,མཐའ་དག
根本定,དངོས་གཞིའི་ཏིང་ངེ་འཛིན
隨世儀軌,ཇིག་རྟེན་གྱི་ཚུལ་དང་ལྡན་པ
出家菩薩,བྱང་ཆུབ་སེམས་དཔའ་རབ་ཏུ་བྱུང་བ
能現照取,མངོན་སུམ་དུ་འཛིན་པར་བྱེད་པ
蔽覆,ཟིལ་གྱིས་ནོན་པ
妙行,ལེགས་པར་སྤྱད་པ
因中有果論,རྒྱུ་ལ་འབྲས་བུ་ཡོད་པར་སྨྲ་བ
無阻礙,དཀའ་བ་མེད་པ
内身外淨色相,ནང་གི་ལུས་ཀྱི་ཕྱི་རོལ་སྡུག་ཅིང་ཁ་དོག་ལྟ་བུ
文差別理趣,ཚིག་འབྲུ་སྣ་ཚོགས་པ་ཉིད་ཀྱི་ཚུལ
還,དབྱུང་བ
於諸煩惱品別離繫,ཉོན་མོངས་པའི་རྣམ་པ་དང་བྲལ་བ
攝持,སྡུད་པ
適悦依,དགའ་བའི་ཕུང་པོ
非愛,མི་སྡུག་པ
隱密,གསང
不赴,སྤོང་བར་བྱེད་པ
爲所依止,གནས་པ
數數謝滅,བྲལ་ཞིང་བྲལ་ཞིང
艱嶮,ཉམ་ང་བ
限量,རན་པ
壞,དེངས་པ
信者,དད་པ་ཅན
當觀,ལྟོས་པ
不隨順,མི་མཐུན་པ
無俗意樂,ཕལ་པ་མ་ཡིན་པའི་བསམ་པ
邊際,མུ་ཐུག་ངེས་པ
法末時,དུས་ཀྱི་མཐའ
軌範,སློབ་དཔོན
言必信用,ཚིག་གཟུང་བར་འོས་པ
成熟諸有情,སེམས་ཅན་ཡོངས་སུ་སྨིན་པར་བྱ་བ
勝天經,ལྷའི་ཆེད་དུ་གསུངས་པའི་མདོ
展轉,གཅིག་ནས་གཅིག་ཏུ་བརྒྱུད་པ
下劣精進,བརྩོན་འགྲུས་ཞན་པ
差別,བྱེ་བྲག
發勤,བརྩོན་འགྲུས་རྩོམ་པ་སྐྱེད་པ
大梵天,ཚངས་པ་ཆེན་པོ
能縁所縁平等平等正智,དམིགས་པར་བྱ་བ་དང་དམིགས་པར་བྱེད་པ་མཉམ་ཞིང་མཚུངས་པའི་ཡེ་ཤེས
專求,འདོད་པ
隨其所欲,ཇི་ལྟར་འདོད་པ
已清淨,རྣམ་པར་དག་པ
有心地決擇,སེམས་ཡོད་པའི་ས་ལས་བརྩམས་ནས་རྣམ་པར་གཏན་ལ་དབབ་པ
無智愚癡,མི་ཤེས་ཤིང་རྨོངས་པ
命終怖畏所依止,འཆི་བའི་འཇིགས་པའི་གནས་ཉིད
悋法,ཆོས་ལ་སེར་སྣ་བྱེད་པ
引樂,བདེ་བས་བསྐྱོད་པ
爲助伴,གྲོགས་སུ་འགྲོ་བ
居家者,ཁྱིམ་ན་གནས་པ
能分別,ཡོངས་སུ་གཅོད་པ
食噉,རྣམ་པར་ཟོས་པ
無所依止,མི་རྟེན་པ
肥髓,ཆུ་སེར
近解了,ཉེ་བར་རྟོག་པ
沙門義利,དགེ་སྦྱོང་གི་ཚུལ་གྱི་དོན
安隱道,ཤིན་ཏུ་སྦྱངས་པའི་ལམ
不匿暴惡,མི་མངོན་པར་གཏུམ་པ་མ་ཡིན་པ
常性,རྟག་ཉིད
勝義樂,ཡང་དག་པར་བདེ་བ
同一處不相離,ཕྱོགས་གཅིག་དབྱེར་མེད་པ
布在,ཞེན་པ
隱匿,མཁྱུད་པར་འགྱུར་ཞིང་འཆབ་པ
伎能,བཟོ
無方便過失,ཐབས་མ་ཡིན་པའི་ཉེས་པ
去,འགྲོ་བར་འགྱུར་བ
諸界互違變懷,ཁམས་མ་སྙོམས་པར་འགྱུར་བ
信---行,དད་པས་འགྲོ་བར་འགྱུར་བ
同侶,འགྲོན་པོ
男勢用,སྐྱེས་པའི་སྤོབས་པ
微劣運轉,དལ་བུས་འཇུག་པ
利他,གཞན་གྱི་དོན་བྱེད་པ
慧爲先,ཤེས་རབ་སྔོན་དུ་འགྲོ་བ
